English,Arabic
refuse,رفض
solve,يحل
theme,سمة
loving,المحبة
dragon,تنين
mostly,في الغالب
chuck,تشاك
FALSE,خطأ شنيع
cast,يقذف
junior,مبتدئ
silent,صامت
thou,أنت
egg,بيضة
punch,لكمة
africa,أفريقيا
woke,استيقظ
intelligence,ذكاء
borrow,يستعير
falls,يقع
witch,ساحرة
warn,تحذير
dust,تراب
kyle,كايل
fallen,سقط
tear,يٌقطِّع
st.,شارع.
technology,تكنولوجيا
tires,الإطارات
toast,نخب
wise,حكيم
clark,كلارك
notes,ملحوظات
hank,هانك
ls,ليرة سورية
april,أبريل
wolf,ذئب
rooms,غرف
coast,ساحل
hated,مكروه
considered,يعتبر
rice,أرز
steps,خطوات
blake,بليك
beast,وحش
cow,بقرة
files,ملفات
signs,علامات
drag,يجر
cab,سيارة أجرة
hung,معلقة
carried,نفذت
successful,ناجح
eve,عشية
houses,منازل
chattering,الثرثرة
brains,العقول
japan,اليابان
fourth,الرابع
california,كاليفورنيا
lf,LF
ll,ليرة لبنانية
shift,يحول
chicago,شيكاغو
exact,بالضبط
karen,كارين
goal,هدف
expert,خبير
served,خدم
direct,مباشر
score,نتيجة
row,صف
marks,علامات
twenty,عشرين
series,مسلسل
pilot,طيار
thy,خاصتك
sale,أُوكَازيُون
destiny,قدر
cure,دواء
spoken,تحدث
armed,مسلح
rare,نادر
helen,هيلين
grade,درجة
juice,عصير
wide,واسع
tower,برج
wheel,عجلة
julie,جولي
fruit,الفاكهة
blew,فجر
victor,منتصر
talks,محادثات
range,يتراوح
button,زر
pie,فطيرة
effort,جهد
youth,شباب
pot,وعاء
eaten,أكل
taylor,تايلور
knees,الركبتين
garage,المرآب
chances,فرص
circumstances,ظروف
sin,خطيئة
gordon,جوردون
county,مقاطعة
stairs,سلالم
mon,الاثنين
vision,رؤية
joey,جوي
mass,كتلة
alien,كائن فضائي
helps,يساعد
route,طريق
defend,الدفاع
trace,يتعقب
nasty,مقرف
tests,الاختبارات
rocks,الصخور
dump,أحمق
rude,غير مهذب
clue,فكرة
amen,آمين
pushed,دفعت
merry,مرح
zone,منطقة
senior,كبير
closing,إغلاق
freeze,تجميد
snake,ثعبان
mexico,المكسيك
lily,زنبق
actor,ممثل
greg,جريج
jones,جونز
chosen,اختيار
julia,جوليا
mustn,mustn
anger,الغضب
spy,جاسوس
sharp,حاد
shadow,الظل
ricky,ريكي
jamie,جيمي
squad,فريق
wave,موجة
amanda,أماندا
kinds,أنواع
sucks,مقرف
screen,شاشة
bored,ممل
cameras,الكاميرات
understanding,فهم
beeps,الصفافير
chain,سلسلة
bull,ثور
fully,بالكامل
robin,robin
collect,يجمع
morgan,مورغان
writer,الكاتب
empire,إمبراطورية
international,دولي
curse,لعنة
hire,يؤجر
puts,يضع
leads,يؤدي
id,بطاقة تعريف
blows,ضربات
sons,أبناء
estate,العقارات
maggie,ماجي
i-,أنا-
device,جهاز
troops,القوات
hug,حضن
design,تصميم
object,هدف
loser,خاسر
pen,قلم
despite,بالرغم من
alcohol,الكحول
climb,تسلق
clients,عملاء
conference,مؤتمر
marty,مارتي
seek,يطلب
earn,يكسب
trash,نفاية
valley,وادي
howard,هوارد
prize,جائزة
previously,سابقًا
sports,رياضة
debt,دَين
wishes,رغبات
hitler,هتلر
wire,سلك
thee,اليك
circle,دائرة
stock,مخزون
facts,حقائق
remembered,تذكرت
tail,ذيل
joined,انضم
bravo,برافو
rape,اغتصاب
wings,أجنحة
thrown,ألقيت
tank,صهريج
current,حاضِر
glory,مجد
barry,باري
agency,وكالة
apple,تفاحة
border,حدود
rope,حبل
duck,بطة
reputation,سمعة
confidence,ثقة
yard,ساحة
beloved,الحبيب
lack,نقص
actual,فِعلي
skills,مهارات
films,أفلام
mental,عقلي
salt,ملح
flesh,لحم
anne,آن
secure,يؤمن
highly,للغاية
sand,رمل
nothin,لا شيء
hates,يكره
fed,تغذية
reward,جائزة
commit,يقترف
extraordinary,نادِر
ships,السفن
stands,يقف
terry,تيري
chat,محادثة
events,الأحداث
mummy,مومياء
bay,خليج
slip,ينزلق
disappointed,خائب الأمل
begins,يبدأ
andrew,أندرو
alert,يُحذًِر
detail,التفاصيل
pink,لون القرنفل
fellas,يا رفاق
background,خلفية
panic,ذعر
minds,العقول
belt,حزام
blowing,تهب
jackie,جاكي
ability,قدرة
tiger,نمر
whispering,يهمس
culture,ثقافة
saint,قديس
jesse,جيسي
task,مهمة
solid,صلب
doll,لعبة
intend,ينوي
pa,سنويا
gee,جي
custody,كفالة
ignore,يتجاهل
useful,مفيد
attempt,محاولة
cutting,قطع
kissed,مقبل
barking,نباح
gather,يجتمع
policy,سياسة
u.s.,نحن.
maid,خادمة
embarrassing,محرج
bow,قَوس
chick,كتكوت
sara,سارة
revolution,ثورة
online,متصل
f,و
demon,شيطان
coincidence,صدفة
thin,رفيع
mac,ماك
crown,تاج
virgin,بِكر
impressive,بديع
no-one,لا احد
guitar,غيتار
dozen,دزينة
advance,يتقدم
stan,ستان
hunter,صياد
latest,أحدث
swing,يتأرجح
capital,عاصمة
drew,درو
dirt,الأوساخ
marie,ماري
hits,الزيارات
doug,دوج
deny,ينكر
urgent,عاجل
threatened,هدد
molly,مولي
mixed,مختلط
stays,يبقى
assure,أؤكد
explanation,توضيح
wins,يفوز
unique,فريد
chasing,مطاردة
billion,مليار
duke,دوق
production,إنتاج
slave,عبد
agents,وكلاء
carol,كارول
lets,يتيح
cruel,فظ
mask,قناع
sally,سالي
behave,تتصرف
bury,دفن
approaching,يقترب
jo,جو
loan,يُقرض
dish,طبق
jumped,قفز
firing,إطلاق النار
channel,قناة
abby,آبي
asks,يسأل
jean,جان
daily,يوميًا
linda,ليندا
erm,إرم
bound,مرتبط ب
navy,البحرية
article,شرط
guide,مرشد
accused,المتهم
guts,الشجاعة
fella,فلة
roman,الرومانية
damned,ملعون
couch,أريكة
cheer,يهتف
vegas,فيغاس
shoe,حذاء
title,عنوان
shy,خجول
punishment,العقوبة
los,لوس
clicks,النقرات
you,أنت
closet,خزانة
bye-bye,وداعا وداعا
fever,حمى
coward,جبان
flash,فلاش
bruce,بروس
siren,صفارة الإنذار
sides,الجانبين
bowl,صَحن
katie,كاتي
supply,إمداد
roy,روي
dollar,دولار
tone,نغمة
voices,أصوات
g,ز
i,أنا
confess,اعترف
demand,يطلب
museum,متحف
drama,دراما
suspicious,مثير للشك
adult,بالغ
todd,تود
frightened,مرتعب
warned,حذر
steady,ثابت
kills,يقتل
crossed,عبرت
lou,لو
particularly,خصوصًا
laws,القوانين
joint,مشترك
bullets,الرصاص
boots,أحذية
possibility,إمكانية
albert,ألبرت
civil,مدني
june,يونيو
parker,باركر
lion,الأسد
joseph,جوزيف
shine,يشرق
assault,يتعدى
hong,هونغ
jokes,نكت
breaks,فواصل
argue,يجادل
you-,أنت-
trail,أثر
option,خيار
recall,يتذكر
mighty,عظيم
collection,مجموعة
oliver,أوليفر
wilson,ويلسون
accent,لهجة
embarrassed,مُحرَج
mobile,متحرك
sec,ثانية
charity,صدقة
considering,النظر
pussy,كس
donna,دونا
protecting,حماية
flag,علَم
italy,إيطاليا
balance,توازن
wallet,محفظة
shout,يصرخ
impression,انطباع
angela,أنجيلا
jay,جاي
degrees,درجات
favour,صالح
concert,حفلة موسيقية
gear,والعتاد
singer,مغني
diamond,الماس
defeat,هزيمة
steven,ستيفن
lane,خط
blast,انفجار
anytime,في أي وقت
ages,العصور
league,الدوري
bars,الحانات
orange,البرتقالي
conditions,شروط
crisis,مصيبة
fifth,الخامس
term,شرط
self,النفس
bud,برعم
commissioner,مفوض
rip,قطع
mysterious,غامض
messed,عابث
tunnel,نفق
aboard,على متن الطائرة
sweat,يعرق
justin,جاستن
ghosts,أشباح
crimes,الجرائم
costs,التكاليف
bust,اعتقال
el,ش
teddy,تيدي
kong,كونغ
afterwards,بعد ذلك
comfort,راحة
mason,ماسون
gym,نادي رياضي
kitty,كيتي
crush,معجب
yup,نعم
suits,الدعاوى
pee,يتبول
stress,ضغط
cave,كهف
wing,الجناح
jordan,الأردن
arrange,يرتب
comrade,الرفيق
noble,النبيل
tricks,الحيل
betty,بيتي
launch,يطلق
legend,أسطورة
mix,مزج
golf,جولف
imagination,الخيال
fox,ثعلب
butter,سمنة
tax,ضريبة
gross,إجمالي
edward,إدوارد
texas,تكساس
insist,يصر
marcus,ماركوس
classic,كلاسيكي
skull,جمجمة
shown,هو مبين
bat,الخفافيش
print,مطبعة
bills,فواتير
throughout,طَوَال
a.m.,أكون.
nathan,ناثان
toward,نحو
sauce,صلصة
experiment,تجربة
ross,روس
grass,عشب
cheat,يغش
attend,يحضر
lewis,لويس
cap,كاب
tyler,تايلر
bible,الكتاب المقدس
practically,عمليا
steel,فُولاَذ
wipe,يمسح
burns,حروق
j,ي
generation,جيل
cabin,المقصورة
bond,رابطة
sheep,غنم
scientists,العلماء
beaten,للضرب
heck,هيك
deck,ظهر السفينة
fans,المشجعين
script,script
brand,ماركة
degree,درجة
cats,القطط
fuel,وقود
uh-oh,اه أوه
rabbit,أرنب
attractive,جذاب
virus,فايروس
blessed,مبروك
plain,سهل
recent,مؤخرًا
barbara,باربرا
sacred,مقدس
pretending,التظاهر
wasted,يضيع
jewish,يهودي
robot,robot
crystal,كريستال
confirm,يتأكد
lad,الفتى
mile,ميل
walks,يمشي
ending,إنهاء
russia,روسيا
contest,منافسة
distant,بعيد
dumped,ملقاة
motion,حركة
electricity,كهرباء
centre,مركز
tina,تينا
jeremy,جيريمي
seal,ختم
ellen,إلين
wore,ارتدى
surrounded,محاط
struck,ضرب
inform,يخبر
gentle,لطيف
status,حالة
purse,حافِظَة
prints,مطبوعات
charged,مشحونة
begging,التسول
kenny,كيني
buck,باك
nina,نينا
construction,بناء
confession,اعتراف
cells,الخلايا
ali,علي
exit,مخرج
cancel,يلغي
turkey,ديك رومى
lucas,لوكاس
clinic,عيادة
vice,نائب
toy,لعبة
hannah,هانا
gain,يكسب
idiots,البلهاء
holly,هولي
jungle,الغابة
link,وصلة
underground,تحت الأرض
teams,فرق
beef,لحم
chip,رقاقة
surveillance,مراقبة
carlos,كارلوس
uses,الاستخدامات
underneath,تحت
temperature,درجة حرارة
waves,موجات
tribe,قبيلة
brad,براد
deputy,نائب
sophie,صوفي
headquarters,المقر الرئيسي
equal,متساوي
phones,الهواتف
ken,كين
reckon,احسب
incredibly,بشكل لا يصدق
chill,برد
spit,يبصقون
tracks,المسارات
oscar,أوسكار
makeup,ماكياج
bug,حشرة
nerve,العصب
stake,حصة
port,ميناء
nephew,ابن الأخ
miller,ميلر
units,وحدات
just-,فقط-
outfit,زيّ
chloe,كلو
bail,الكفالة
fields,الحقول
loaded,محملة
tokyo,طوكيو
davis,ديفيس
costume,زي
wayne,واين
ian,إيان
pet,حيوان أليف
cage,قفص
digging,حفر
spain,إسبانيا
seats,مقاعد
awkward,محرج
cleaned,تنظيفها
filthy,قذرة
jews,اليهود
concentrate,يركز
aim,هدف
nancy,نانسي
affairs,شؤون
thick,سميك
sport,رياضة
basic,أساسي
cliff,جرف
nail,مسمار
environment,بيئة
average,متوسط
ease,يُسَهّل
raped,اغتصبت
judy,جودي
beep,زمارة
anniversary,عيد
beth,بيث
r,ص
forth,إيابا
fetch,أحضر
banks,البنوك
placed,وضعت
timing,توقيت
stones,الحجارة
complex,معقد
frozen,مجمدة
prayer,الصلاة
skip,يتخطى
angeles,الملائكة
guilt,الذنب
tune,لحن
woo,وو
actions,الإجراءات
conscience,الضمير
officially,رسمياً
martha,مارثا
determined,عازم
blown,في مهب
hail,يشيد
booth,كشك
pour,صب
berlin,برلين
cleared,مسح
packed,معبأة
wrap,طَوّق
randy,راندي
behalf,نيابةً عن
reasonable,معقول
trunk,صُندُوق
homes,منازل
cigarettes,السجائر
le,لو
beside,بجانب
harvey,هارفي
motive,الدافع
beings,الكائنات
bishop,أسقف
dealer,تاجر
backup,نسخة احتياطية
wounds,الجروح
ouch,أوتش
ann,آن
nearby,قريب
drank,شرب
dennis,دينيس
benefit,فائدة
p,ص
ve,لقد
apology,اعتذار
dylan,ديلان
unlike,على عكس
owns,يملك
boxes,صناديق
thus,هكذا
clay,فخار
busted,ضبطت
pipe,ماسورة
gray,رمادي
no.,لا.
goods,بضائع
salad,سلطة
loyal,وفي
atmosphere,أَجواء
eva,إيفا
mouse,الماوس
heroes,الأبطال
pit,حفرة
rotten,فاسد
jess,جيس
organization,منظمة
hills,التلال
exam,امتحان
cock,الديك
fairy,جنية
earl,إيرل
comment,تعليق
frame,إطار
knight,فارس
habit,عادة
flow,تدفق
holes,الثقوب
anthony,أنتوني
lend,أعار
cooper,كوبر
boston,بوسطن
sample,عينة
strip,يجرد
landed,هبطت
buzzing,الأز
monk,راهب
ron,رون
lousy,رديء
souls,النفوس
belly,بطن
tries,يحاول
foster,عزز
ward,جناح
plants,النباتات
actress,ممثلة
individual,فردي
hopes,الآمال
tattoo,وشم
fence,سور
sink,حوض
punk,فاسق
yay,ياي
limit,حد
st,شارع
uncomfortable,غير مريح
gifts,الهدايا
na,غير متوفر
greek,اليونانية
merely,مُجَرّد
hoped,يأمل
earned,حصل
reveal,يكشف
derek,ديريك
personality,شخصية
batman,باتمان
wives,زوجات
colour,لون
worker,عامل
pope,البابا
instructions,تعليمات
intelligent,ذكي
vince,فينس
comin,comin
cried,بكى
bells,أجراس
x,س
impact,تأثير
robbed,سرق
relief,اِرتِياح
host,يستضيف
odds,احتمال
patrol,دورية
circus,سيرك
mud,الطين
sets,مجموعات
pulse,نبض
ad,إعلان
auntie,عمتي
cloud,سحاب
angels,الملائكة
hers,لها
classes,الطبقات
mm-hm,مم هم
blah,بلاه
claims,المطالبات
flies,الذباب
pat,بات
britain,بريطانيا
hid,اختبأ
vic,vic
yell,الصراخ
rats,الفئران
smooth,سلس
resist,يقاوم
pitch,يقذف
hammer,مطرقة
casey,كيسي
holds,يحمل
flew,طار
jacob,يعقوب
noon,ظهرا
helicopter,هليكوبتر
dishes,أطباق
spin,يلف
charm,سحر
slap,يصفع
apply,يتقدم
fools,الحمقى
screeching,صراخ
kit,عدة
authorities,سلطات
photograph,تصوير
sales,مبيعات
fifty,خمسون
mickey,ميكي
beneath,أسفل
clouds,الغيوم
deaf,أصم
facing,تواجه
citizen,مواطن
clown,بهلوان
snap,فرقعة
hood,كَبُّوت
twelve,اثني عشر
cheated,خدع
liz,ليز
technically,من الناحية الفنية
gettin,غيتين
cia,وكالة المخابرات المركزية
ii,ثانيا
pays,يدفع
oxygen,الأكسجين
jeez,جيز
gene,الجين
shed,يصلط
minor,صغير
ex,السابق
scientific,علمي
lovers,عشاق
chaos,فوضى
l.a.,لوس أنجلوس
rocket,صاروخ
math,الرياضيات
august,أغسطس
oi,أوي
chips,رقائق
grey,رمادي
talkin,talkin
angle,زاوية
invitation,دعوة
gus,جوس
thirty,ثلاثين
investigate,يفتش
stable,مستقر
capture,يأسر
ripped,ممزق
attacks,الهجمات
bush,شجيرة
dates,بلح
unable,غير قادر
gates,بوابات
mars,المريخ
artists,الفنانين
tastes,الأذواق
cared,اهتم
bottles,زجاجات
nate,نيت
pigs,الخنازير
chop,ختم
olivia,أوليفيا
wheels,عجلات
commercial,تجاري
escort,مرافقة
engagement,ارتباط
corpse,جثة
louise,لويز
worthy,يستحق
scale,حجم
beats,يدق
threatening,تهديد
exists,موجود
academy,أكاديمية
acts,الأفعال
hop,قفز
judges,القضاة
shared,مشترك
ralph,رالف
consequences,عواقب
softly,بهدوء
bombs,القنابل
shark,سمك القرش
population,سكان
creepy,مريب
sneak,التسلل
destruction,دمار
keith,كيث
shell,صدَفَة
fascinating,مبهر
chamber,غرفة
ethan,إيثان
groups,المجموعات
walker,ووكر
pin,دبوس
drill,حفر
investigating,التحقيق
ye,أنتم
experienced,ذوي الخبرة
elena,ايلينا
junk,نفاية
cole,كول
cries,صرخات
rita,ريتا
blocks,كتل
begun,بدأت
maya,مايا
liver,الكبد
jazz,موسيقى الجاز
july,يوليو
deeper,أعمق
obey,يطيع
dancer,راقصة
remote,بعيد
moron,المغفل
latin,اللاتينية
toby,توبي
sandy,ساندي
parent,الوالدين
jin,جين
album,الألبوم
powder,مسحوق
sync,مزامنة
bum,بوم
